mode,batch_id,user_x,user_y,server_id,server_x,server_y,network_latency,compute_time,total_latency
CLOUD,1,-98,114,cloud,0,0,300.61,10.50,311.11
CLOUD,1,-98,114,cloud,0,0,300.61,14.59,315.20
CLOUD,1,-98,114,cloud,0,0,300.61,11.93,312.54
CLOUD,1,-98,114,cloud,0,0,300.61,18.42,319.03
CLOUD,1,-98,114,cloud,0,0,300.61,12.20,312.81
CLOUD,1,-98,114,cloud,0,0,300.61,22.50,323.11
CLOUD,1,-98,114,cloud,0,0,300.61,13.72,314.33
CLOUD,1,-98,114,cloud,0,0,300.61,11.73,312.34
CLOUD,1,-98,114,cloud,0,0,300.61,10.59,311.20
CLOUD,1,-98,114,cloud,0,0,300.61,10.58,311.19
CLOUD,1,-98,114,cloud,0,0,300.61,17.27,317.88
CLOUD,1,-98,114,cloud,0,0,300.61,20.87,321.48
CLOUD,1,-98,114,cloud,0,0,300.61,17.95,318.56
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,11.16,311.77
CLOUD,1,-98,114,cloud,0,0,300.61,11.44,312.05
CLOUD,1,-98,114,cloud,0,0,300.61,11.52,312.13
CLOUD,1,-98,114,cloud,0,0,300.61,11.16,311.77
CLOUD,1,-98,114,cloud,0,0,300.61,10.84,311.45
CLOUD,1,-98,114,cloud,0,0,300.61,10.70,311.31
CLOUD,1,-98,114,cloud,0,0,300.61,10.73,311.34
CLOUD,1,-98,114,cloud,0,0,300.61,10.74,311.35
CLOUD,1,-98,114,cloud,0,0,300.61,10.76,311.37
CLOUD,1,-98,114,cloud,0,0,300.61,10.74,311.35
CLOUD,1,-98,114,cloud,0,0,300.61,10.87,311.48
CLOUD,1,-98,114,cloud,0,0,300.61,10.66,311.27
CLOUD,1,-98,114,cloud,0,0,300.61,10.58,311.19
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.61,311.22
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.58,311.19
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.66,311.27
CLOUD,1,-98,114,cloud,0,0,300.61,10.82,311.43
CLOUD,1,-98,114,cloud,0,0,300.61,10.69,311.30
CLOUD,1,-98,114,cloud,0,0,300.61,10.62,311.23
CLOUD,1,-98,114,cloud,0,0,300.61,10.58,311.19
CLOUD,1,-98,114,cloud,0,0,300.61,10.58,311.19
CLOUD,1,-98,114,cloud,0,0,300.61,10.61,311.22
CLOUD,1,-98,114,cloud,0,0,300.61,10.59,311.20
CLOUD,1,-98,114,cloud,0,0,300.61,10.69,311.30
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.57,311.18
CLOUD,1,-98,114,cloud,0,0,300.61,10.59,311.20
CLOUD,1,-98,114,cloud,0,0,300.61,10.66,311.27
CLOUD,2,-47,8,cloud,0,0,94.40,10.58,104.98
CLOUD,2,-47,8,cloud,0,0,94.40,10.62,105.02
CLOUD,2,-47,8,cloud,0,0,94.40,11.62,106.02
CLOUD,2,-47,8,cloud,0,0,94.40,11.10,105.50
CLOUD,2,-47,8,cloud,0,0,94.40,10.59,104.99
CLOUD,2,-47,8,cloud,0,0,94.40,10.58,104.98
CLOUD,2,-47,8,cloud,0,0,94.40,10.68,105.08
CLOUD,2,-47,8,cloud,0,0,94.40,10.58,104.98
CLOUD,2,-47,8,cloud,0,0,94.40,10.57,104.97
CLOUD,2,-47,8,cloud,0,0,94.40,10.59,104.99
CLOUD,2,-47,8,cloud,0,0,94.40,10.81,105.21
CLOUD,2,-47,8,cloud,0,0,94.40,10.94,105.34
CLOUD,2,-47,8,cloud,0,0,94.40,10.76,105.16
CLOUD,2,-47,8,cloud,0,0,94.40,10.77,105.17
CLOUD,2,-47,8,cloud,0,0,94.40,10.73,105.13
CLOUD,2,-47,8,cloud,0,0,94.40,10.80,105.20
CLOUD,2,-47,8,cloud,0,0,94.40,10.75,105.15
CLOUD,2,-47,8,cloud,0,0,94.40,10.74,105.14
CLOUD,2,-47,8,cloud,0,0,94.40,10.72,105.12
CLOUD,2,-47,8,cloud,0,0,94.40,16.69,111.09
CLOUD,2,-47,8,cloud,0,0,94.40,14.06,108.46
CLOUD,2,-47,8,cloud,0,0,94.40,19.48,113.88
CLOUD,2,-47,8,cloud,0,0,94.40,17.02,111.42
CLOUD,2,-47,8,cloud,0,0,94.40,17.60,112.00
CLOUD,2,-47,8,cloud,0,0,94.40,13.23,107.63
CLOUD,2,-47,8,cloud,0,0,94.40,11.71,106.11
CLOUD,2,-47,8,cloud,0,0,94.40,10.99,105.39
CLOUD,2,-47,8,cloud,0,0,94.40,10.87,105.27
CLOUD,2,-47,8,cloud,0,0,94.40,10.76,105.16
CLOUD,2,-47,8,cloud,0,0,94.40,17.15,111.55
CLOUD,2,-47,8,cloud,0,0,94.40,16.49,110.89
CLOUD,2,-47,8,cloud,0,0,94.40,10.81,105.21
CLOUD,2,-47,8,cloud,0,0,94.40,10.76,105.16
CLOUD,2,-47,8,cloud,0,0,94.40,10.74,105.14
CLOUD,2,-47,8,cloud,0,0,94.40,16.93,111.33
CLOUD,2,-47,8,cloud,0,0,94.40,14.39,108.79
CLOUD,2,-47,8,cloud,0,0,94.40,11.78,106.18
CLOUD,2,-47,8,cloud,0,0,94.40,11.28,105.68
CLOUD,2,-47,8,cloud,0,0,94.40,11.53,105.93
CLOUD,2,-47,8,cloud,0,0,94.40,11.14,105.54
CLOUD,2,-47,8,cloud,0,0,94.40,11.43,105.83
CLOUD,2,-47,8,cloud,0,0,94.40,10.57,104.97
CLOUD,2,-47,8,cloud,0,0,94.40,10.58,104.98
CLOUD,2,-47,8,cloud,0,0,94.40,10.58,104.98
CLOUD,2,-47,8,cloud,0,0,94.40,10.57,104.97
CLOUD,2,-47,8,cloud,0,0,94.40,10.58,104.98
CLOUD,2,-47,8,cloud,0,0,94.40,10.59,104.99
CLOUD,2,-47,8,cloud,0,0,94.40,10.57,104.97
CLOUD,2,-47,8,cloud,0,0,94.40,10.58,104.98
CLOUD,2,-47,8,cloud,0,0,94.40,10.58,104.98
CLOUD,3,-131,69,cloud,0,0,296.15,10.57,306.72
CLOUD,3,-131,69,cloud,0,0,296.15,11.75,307.90
CLOUD,3,-131,69,cloud,0,0,296.15,13.30,309.45
CLOUD,3,-131,69,cloud,0,0,296.15,10.60,306.75
CLOUD,3,-131,69,cloud,0,0,296.15,10.57,306.72
CLOUD,3,-131,69,cloud,0,0,296.15,10.57,306.72
CLOUD,3,-131,69,cloud,0,0,296.15,10.94,307.09
CLOUD,3,-131,69,cloud,0,0,296.15,10.57,306.72
CLOUD,3,-131,69,cloud,0,0,296.15,11.14,307.29
CLOUD,3,-131,69,cloud,0,0,296.15,10.58,306.73
CLOUD,3,-131,69,cloud,0,0,296.15,10.61,306.76
CLOUD,3,-131,69,cloud,0,0,296.15,10.58,306.73
CLOUD,3,-131,69,cloud,0,0,296.15,10.62,306.77
CLOUD,3,-131,69,cloud,0,0,296.15,10.59,306.74
CLOUD,3,-131,69,cloud,0,0,296.15,10.57,306.72
CLOUD,3,-131,69,cloud,0,0,296.15,10.58,306.73
CLOUD,3,-131,69,cloud,0,0,296.15,10.61,306.76
CLOUD,3,-131,69,cloud,0,0,296.15,10.58,306.73
CLOUD,3,-131,69,cloud,0,0,296.15,17.61,313.76
CLOUD,3,-131,69,cloud,0,0,296.15,20.10,316.25
CLOUD,3,-131,69,cloud,0,0,296.15,15.10,311.25
CLOUD,3,-131,69,cloud,0,0,296.15,10.57,306.72
CLOUD,3,-131,69,cloud,0,0,296.15,10.61,306.76
CLOUD,3,-131,69,cloud,0,0,296.15,10.60,306.75
CLOUD,3,-131,69,cloud,0,0,296.15,12.05,308.20
CLOUD,3,-131,69,cloud,0,0,296.15,11.84,307.99
CLOUD,3,-131,69,cloud,0,0,296.15,10.85,307.00
CLOUD,3,-131,69,cloud,0,0,296.15,10.89,307.04
CLOUD,3,-131,69,cloud,0,0,296.15,10.85,307.00
CLOUD,3,-131,69,cloud,0,0,296.15,10.85,307.00
CLOUD,3,-131,69,cloud,0,0,296.15,10.82,306.97
CLOUD,3,-131,69,cloud,0,0,296.15,10.88,307.03
CLOUD,3,-131,69,cloud,0,0,296.15,10.86,307.01
CLOUD,3,-131,69,cloud,0,0,296.15,10.82,306.97
